comment,case_folding,remove_emoji,cleaning_text,replace_3_or_more,tokenize,word_normalization,stemming,stopwords,Sentiments,Label
"@BPJSKesehatanRI Ok sudah, terimakasih min.
Kalau mau penambahan anggota keluarga gimana min?","@bpjskesehatanri ok sudah, terimakasih min.
kalau mau penambahan anggota keluarga gimana min?","@bpjskesehatanri ok sudah, terimakasih min.
kalau mau penambahan anggota keluarga gimana min?",  ok sudah  terimakasih min  kalau mau penambahan anggota keluarga gimana min , ok sudah terimakasih min kalau mau penambahan angota keluarga gimana min ,"['ok', 'sudah', 'terimakasih', 'min', 'kalau', 'mau', 'penambahan', 'angota', 'keluarga', 'gimana', 'min']",oke sudah terimakasih admin kalau mau penambahan anggota keluarga gimana admin,oke sudah terimakasih admin kalau mau tambah anggota keluarga gimana admin,oke terimakasih admin kalau mau tambah anggota keluarga gimana admin,0,netral
"Halo @BPJSKesehatanRI kalau mau turun kelas bpjs, caranya gimana ya min?","halo @bpjskesehatanri kalau mau turun kelas bpjs, caranya gimana ya min?","halo @bpjskesehatanri kalau mau turun kelas bpjs, caranya gimana ya min?",halo   kalau mau turun kelas bpjs  caranya gimana ya min ,halo kalau mau turun kelas bpjs caranya gimana ya min ,"['halo', 'kalau', 'mau', 'turun', 'kelas', 'bpjs', 'caranya', 'gimana', 'ya', 'min']",halo kalau mau turun kelas bpjs caranya gimana ya admin,halo kalau mau turun kelas bpjs cara gimana ya admin,halo kalau mau turun kelas bpjs cara gimana admin,0,netral
@aanmaretta Salam Sehat Sahabat. Penjaminan pergantian kacamata diberikan paling cepat 2 tahun sekali. Terima kasih. :) -rein,@aanmaretta salam sehat sahabat. penjaminan pergantian kacamata diberikan paling cepat 2 tahun sekali. terima kasih. :) -rein,@aanmaretta salam sehat sahabat. penjaminan pergantian kacamata diberikan paling cepat 2 tahun sekali. terima kasih. :) -rein,  salam sehat sahabat  penjaminan pergantian kacamata diberikan paling cepat   tahun sekali  terima kasih      rein, salam sehat sahabat penjaminan pergantian kacamata diberikan paling cepat tahun sekali terima kasih rein,"['salam', 'sehat', 'sahabat', 'penjaminan', 'pergantian', 'kacamata', 'diberikan', 'paling', 'cepat', 'tahun', 'sekali', 'terima', 'kasih', 'rein']",salam sehat sahabat penjaminan pergantian kacamata diberikan paling cepat tahun sekali terima kasih rein,salam sehat sahabat jamin ganti kacamata beri paling cepat tahun sekali terima kasih rein,salam sehat sahabat jamin ganti kacamata beri paling cepat tahun sekali terima kasih rein,0,netral
@BPJSKesehatanRI untuk pembuatan kacamata apakah bisa setahun sekali?,@bpjskesehatanri untuk pembuatan kacamata apakah bisa setahun sekali?,@bpjskesehatanri untuk pembuatan kacamata apakah bisa setahun sekali?,  untuk pembuatan kacamata apakah bisa setahun sekali , untuk pembuatan kacamata apakah bisa setahun sekali ,"['untuk', 'pembuatan', 'kacamata', 'apakah', 'bisa', 'setahun', 'sekali']",untuk pembuatan kacamata apakah bisa setahun sekali,untuk untuk kacamata apakah bisa tahun sekali,kacamata tahun sekali,0,netral
@BPJSKesehatanRI apakah bpjs memang di non-aktifkan meskipun belum memasuki bulan kelahiran untuk umur ke-25?,@bpjskesehatanri apakah bpjs memang di non-aktifkan meskipun belum memasuki bulan kelahiran untuk umur ke-25?,@bpjskesehatanri apakah bpjs memang di non-aktifkan meskipun belum memasuki bulan kelahiran untuk umur ke-25?,  apakah bpjs memang di non aktifkan meskipun belum memasuki bulan kelahiran untuk umur ke    , apakah bpjs memang di non aktifkan meskipun belum memasuki bulan kelahiran untuk umur ke ,"['apakah', 'bpjs', 'memang', 'di', 'non', 'aktifkan', 'meskipun', 'belum', 'memasuki', 'bulan', 'kelahiran', 'untuk', 'umur', 'ke']",apakah bpjs memang di non aktifkan meskipun belum memasuki bulan kelahiran untuk umur ke,apakah bpjs memang di non aktif meski belum pasuk bulan lahir untuk umur ke,bpjs memang non aktif meski pasuk bulan lahir umur,0,netral
"halo @BPJSKesehatanRI, untuk anak yg berusia 25th sudah tidak mendapatkan tunjangan, lalu langkah apa saja yg harus dilakukan untuk mengaktifkan kembali bpjs secara mandiri?","halo @bpjskesehatanri, untuk anak yg berusia 25th sudah tidak mendapatkan tunjangan, lalu langkah apa saja yg harus dilakukan untuk mengaktifkan kembali bpjs secara mandiri?","halo @bpjskesehatanri, untuk anak yg berusia 25th sudah tidak mendapatkan tunjangan, lalu langkah apa saja yg harus dilakukan untuk mengaktifkan kembali bpjs secara mandiri?",halo    untuk anak yg berusia   th sudah tidak mendapatkan tunjangan  lalu langkah apa saja yg harus dilakukan untuk mengaktifkan kembali bpjs secara mandiri ,halo untuk anak yg berusia th sudah tidak mendapatkan tunjangan lalu langkah apa saja yg harus dilakukan untuk mengaktifkan kembali bpjs secara mandiri ,"['halo', 'untuk', 'anak', 'yg', 'berusia', 'th', 'sudah', 'tidak', 'mendapatkan', 'tunjangan', 'lalu', 'langkah', 'apa', 'saja', 'yg', 'harus', 'dilakukan', 'untuk', 'mengaktifkan', 'kembali', 'bpjs', 'secara', 'mandiri']",halo untuk anak yang berusia tahun sudah tidak mendapatkan tunjangan lalu langkah apa saja yang harus dilakukan untuk mengaktifkan kembali bpjs secara mandiri,halo untuk anak yang usia tahun sudah tidak dapat tunjang lalu langkah apa saja yang harus laku untuk aktif kembali bpjs cara mandiri,halo anak usia tahun tunjang lalu langkah apa laku aktif bpjs cara mandiri,0,netral
"@BPJSKesehatanRI Min, saya mau tny, jika Ayah,Ibu,Anak ke-3 (belum ada bpjs).

Tp anak ke-1 PESERTA NON-AKTIF, anak ke-2 PESERTA AKTIF (dr perusahaan)

Sy mau dftarkan Ayah,Ibu,Anak ke-3.Utk kasus spt ini hrs daftar baru/penambahan data/lainnya? Tks.","@bpjskesehatanri min, saya mau tny, jika ayah,ibu,anak ke-3 (belum ada bpjs).

tp anak ke-1 peserta non-aktif, anak ke-2 peserta aktif (dr perusahaan)

sy mau dftarkan ayah,ibu,anak ke-3.utk kasus spt ini hrs daftar baru/penambahan data/lainnya? tks.","@bpjskesehatanri min, saya mau tny, jika ayah,ibu,anak ke-3 (belum ada bpjs).

tp anak ke-1 peserta non-aktif, anak ke-2 peserta aktif (dr perusahaan)

sy mau dftarkan ayah,ibu,anak ke-3.utk kasus spt ini hrs daftar baru/penambahan data/lainnya? tks.",  min  saya mau tny  jika ayah ibu anak ke    belum ada bpjs    tp anak ke   peserta non aktif  anak ke   peserta aktif  dr perusahaan   sy mau dftarkan ayah ibu anak ke   utk kasus spt ini hrs daftar baru penambahan data lainnya  tks , min saya mau tny jika ayah ibu anak ke belum ada bpjs tp anak ke peserta non aktif anak ke peserta aktif dr perusahan sy mau dftarkan ayah ibu anak ke utk kasus spt ini hrs daftar baru penambahan data lainya tks ,"['min', 'saya', 'mau', 'tny', 'jika', 'ayah', 'ibu', 'anak', 'ke', 'belum', 'ada', 'bpjs', 'tp', 'anak', 'ke', 'peserta', 'non', 'aktif', 'anak', 'ke', 'peserta', 'aktif', 'dr', 'perusahan', 'sy', 'mau', 'dftarkan', 'ayah', 'ibu', 'anak', 'ke', 'utk', 'kasus', 'spt', 'ini', 'hrs', 'daftar', 'baru', 'penambahan', 'data', 'lainya', 'tks']",admin saya mau tny jika ayah ibu anak ke belum ada bpjs tapi anak ke peserta non aktif anak ke peserta aktif dari perusahaan saya mau dftarkan ayah ibu anak ke untuk kasus seperti ini harus daftar baru penambahan data lainnya tks,admin saya mau tny jika ayah ibu anak ke belum ada bpjs tapi anak ke serta non aktif anak ke serta aktif dari usaha saya mau dftarkan ayah ibu anak ke untuk kasus seperti ini harus daftar baru tambah data lain tks,admin mau tny ayah ibu anak bpjs anak non aktif anak aktif usaha mau dftarkan ayah ibu anak kasus daftar baru tambah data tks,0,netral
"@powerpuff9irls Salam Sehat Sahabat. Apabila tidak memiliki buku rekening, dapat menggunakan rekening salah satu anggota keluarga dalam 1 KK. Terima kasih :) -tata","@powerpuff9irls salam sehat sahabat. apabila tidak memiliki buku rekening, dapat menggunakan rekening salah satu anggota keluarga dalam 1 kk. terima kasih :) -tata","@powerpuff9irls salam sehat sahabat. apabila tidak memiliki buku rekening, dapat menggunakan rekening salah satu anggota keluarga dalam 1 kk. terima kasih :) -tata",  salam sehat sahabat  apabila tidak memiliki buku rekening  dapat menggunakan rekening salah satu anggota keluarga dalam   kk  terima kasih     tata, salam sehat sahabat apabila tidak memiliki buku rekening dapat mengunakan rekening salah satu angota keluarga dalam k terima kasih tata,"['salam', 'sehat', 'sahabat', 'apabila', 'tidak', 'memiliki', 'buku', 'rekening', 'dapat', 'mengunakan', 'rekening', 'salah', 'satu', 'angota', 'keluarga', 'dalam', 'k', 'terima', 'kasih', 'tata']",salam sehat sahabat apabila tidak memiliki buku rekening dapat mengunakan rekening salah satu anggota keluarga dalam ke terima kasih tata,salam sehat sahabat apabila tidak milik buku rekening dapat mengunakan rekening salah satu anggota keluarga dalam ke terima kasih tata,salam sehat sahabat apabila milik buku rekening mengunakan rekening salah satu anggota keluarga terima kasih tata,0,netral
"@BPJSKesehatanRI min, saya mau daftarin ibu saya bpjs kesehatan tapi beliau tidak ada buku tabungan karena yg akan membayar tagihan beliau adalah saya. Apakah ada solusi? Terimakasih","@bpjskesehatanri min, saya mau daftarin ibu saya bpjs kesehatan tapi beliau tidak ada buku tabungan karena yg akan membayar tagihan beliau adalah saya. apakah ada solusi? terimakasih","@bpjskesehatanri min, saya mau daftarin ibu saya bpjs kesehatan tapi beliau tidak ada buku tabungan karena yg akan membayar tagihan beliau adalah saya. apakah ada solusi? terimakasih",  min  saya mau daftarin ibu saya bpjs kesehatan tapi beliau tidak ada buku tabungan karena yg akan membayar tagihan beliau adalah saya  apakah ada solusi  terimakasih, min saya mau daftarin ibu saya bpjs kesehatan tapi beliau tidak ada buku tabungan karena yg akan membayar tagihan beliau adalah saya apakah ada solusi terimakasih,"['min', 'saya', 'mau', 'daftarin', 'ibu', 'saya', 'bpjs', 'kesehatan', 'tapi', 'beliau', 'tidak', 'ada', 'buku', 'tabungan', 'karena', 'yg', 'akan', 'membayar', 'tagihan', 'beliau', 'adalah', 'saya', 'apakah', 'ada', 'solusi', 'terimakasih']",admin saya mau daftarin ibu saya bpjs kesehatan tapi beliau tidak ada buku tabungan karena yang akan membayar tagihan beliau adalah saya apakah ada solusi terimakasih,admin saya mau daftarin ibu saya bpjs sehat tapi beliau tidak ada buku tabung karena yang akan bayar tagih beliau adalah saya apakah ada solusi terimakasih,admin mau daftarin ibu bpjs sehat beliau buku tabung bayar tagih beliau solusi terimakasih,0,netral
"Min ini saya daftar BPJS pertama kali tp lupa waktu itu mau dibayar, pas saya cek statusnya penangguhan pembayaran tdk aktif, kalo saya mau bayar lg gmn ya soalnya virtual accountnya udh kadaluarsa tp saya cek tagihan iuran tulisannya sudah lunas tlg dibantu @BPJSKesehatanRI","min ini saya daftar bpjs pertama kali tp lupa waktu itu mau dibayar, pas saya cek statusnya penangguhan pembayaran tdk aktif, kalo saya mau bayar lg gmn ya soalnya virtual accountnya udh kadaluarsa tp saya cek tagihan iuran tulisannya sudah lunas tlg dibantu @bpjskesehatanri","min ini saya daftar bpjs pertama kali tp lupa waktu itu mau dibayar, pas saya cek statusnya penangguhan pembayaran tdk aktif, kalo saya mau bayar lg gmn ya soalnya virtual accountnya udh kadaluarsa tp saya cek tagihan iuran tulisannya sudah lunas tlg dibantu @bpjskesehatanri",min ini saya daftar bpjs pertama kali tp lupa waktu itu mau dibayar  pas saya cek statusnya penangguhan pembayaran tdk aktif  kalo saya mau bayar lg gmn ya soalnya virtual accountnya udh kadaluarsa tp saya cek tagihan iuran tulisannya sudah lunas tlg dibantu  ,min ini saya daftar bpjs pertama kali tp lupa waktu itu mau dibayar pas saya cek statusnya penanguhan pembayaran tdk aktif kalo saya mau bayar lg gmn ya soalnya virtual acountnya udh kadaluarsa tp saya cek tagihan iuran tulisanya sudah lunas tlg dibantu ,"['min', 'ini', 'saya', 'daftar', 'bpjs', 'pertama', 'kali', 'tp', 'lupa', 'waktu', 'itu', 'mau', 'dibayar', 'pas', 'saya', 'cek', 'statusnya', 'penanguhan', 'pembayaran', 'tdk', 'aktif', 'kalo', 'saya', 'mau', 'bayar', 'lg', 'gmn', 'ya', 'soalnya', 'virtual', 'acountnya', 'udh', 'kadaluarsa', 'tp', 'saya', 'cek', 'tagihan', 'iuran', 'tulisanya', 'sudah', 'lunas', 'tlg', 'dibantu']",admin ini saya daftar bpjs pertama kali tapi lupa waktu itu mau dibayar pas saya cek statusnya penanguhan pembayaran tidak aktif kalau saya mau bayar lagi bagaimana ya soalnya virtual acountnya sudah kadaluarsa tapi saya cek tagihan iuran tulisanya sudah lunas tolong dibantu,admin ini saya daftar bpjs pertama kali tapi lupa waktu itu mau bayar pas saya cek status penanguhan bayar tidak aktif kalau saya mau bayar lagi bagaimana ya soal virtual acountnya sudah kadaluarsa tapi saya cek tagih iur tulisanya sudah lunas tolong bantu,admin daftar bpjs pertama kali lupa waktu mau bayar cek status penanguhan bayar aktif kalau mau bayar bagaimana soal virtual acountnya kadaluarsa cek tagih iur tulisanya lunas bantu,0,netral
"@BPJSKesehatanRI Hai 

Saya mau tanyaaaa 

Bagaimana cara kita mengetahui no BPJS tanpa ada nya kartu BPJS","@bpjskesehatanri hai 

saya mau tanyaaaa 

bagaimana cara kita mengetahui no bpjs tanpa ada nya kartu bpjs","@bpjskesehatanri hai 

saya mau tanyaaaa 

bagaimana cara kita mengetahui no bpjs tanpa ada nya kartu bpjs",  hai   saya mau tanyaaaa   bagaimana cara kita mengetahui no bpjs tanpa ada nya kartu bpjs, hai saya mau tanya bagaimana cara kita mengetahui no bpjs tanpa ada nya kartu bpjs,"['hai', 'saya', 'mau', 'tanya', 'bagaimana', 'cara', 'kita', 'mengetahui', 'no', 'bpjs', 'tanpa', 'ada', 'nya', 'kartu', 'bpjs']",hai saya mau tanya bagaimana cara kita mengetahui no bpjs tanpa ada nya kartu bpjs,hai saya mau tanya bagaimana cara kita tahu no bpjs tanpa ada nya kartu bpjs,hai mau tanya bagaimana cara tahu no bpjs kartu bpjs,0,netral
@ainunutamy Salam Sehat Sahabat. Penambahan anggota keluarga peserta PPU PNS silakan dapat konfirmasi secara langsung melalui satuan kerja di mana sahabat bekerja. Terima kasih :) -khala,@ainunutamy salam sehat sahabat. penambahan anggota keluarga peserta ppu pns silakan dapat konfirmasi secara langsung melalui satuan kerja di mana sahabat bekerja. terima kasih :) -khala,@ainunutamy salam sehat sahabat. penambahan anggota keluarga peserta ppu pns silakan dapat konfirmasi secara langsung melalui satuan kerja di mana sahabat bekerja. terima kasih :) -khala,  salam sehat sahabat  penambahan anggota keluarga peserta ppu pns silakan dapat konfirmasi secara langsung melalui satuan kerja di mana sahabat bekerja  terima kasih     khala, salam sehat sahabat penambahan angota keluarga peserta pu pns silakan dapat konfirmasi secara langsung melalui satuan kerja di mana sahabat bekerja terima kasih khala,"['salam', 'sehat', 'sahabat', 'penambahan', 'angota', 'keluarga', 'peserta', 'pu', 'pns', 'silakan', 'dapat', 'konfirmasi', 'secara', 'langsung', 'melalui', 'satuan', 'kerja', 'di', 'mana', 'sahabat', 'bekerja', 'terima', 'kasih', 'khala']",salam sehat sahabat penambahan anggota keluarga peserta pu pns silakan dapat konfirmasi secara langsung melalui satuan kerja di mana sahabat bekerja terima kasih khala,salam sehat sahabat tambah anggota keluarga serta pu pns sila dapat konfirmasi cara langsung lalu satu kerja di mana sahabat kerja terima kasih khala,salam sehat sahabat tambah anggota keluarga pu pns sila konfirmasi cara langsung lalu satu kerja mana sahabat kerja terima kasih khala,0,netral
"@BPJSKesehatanRI selamat malam, untuk peserta PNS apakah bisa menambah anggota keluarga baru tp kepala keluarga nya masih memakai Askes? Terima kasih sebelumnya","@bpjskesehatanri selamat malam, untuk peserta pns apakah bisa menambah anggota keluarga baru tp kepala keluarga nya masih memakai askes? terima kasih sebelumnya","@bpjskesehatanri selamat malam, untuk peserta pns apakah bisa menambah anggota keluarga baru tp kepala keluarga nya masih memakai askes? terima kasih sebelumnya",  selamat malam  untuk peserta pns apakah bisa menambah anggota keluarga baru tp kepala keluarga nya masih memakai askes  terima kasih sebelumnya, selamat malam untuk peserta pns apakah bisa menambah angota keluarga baru tp kepala keluarga nya masih memakai askes terima kasih sebelumnya,"['selamat', 'malam', 'untuk', 'peserta', 'pns', 'apakah', 'bisa', 'menambah', 'angota', 'keluarga', 'baru', 'tp', 'kepala', 'keluarga', 'nya', 'masih', 'memakai', 'askes', 'terima', 'kasih', 'sebelumnya']",selamat malam untuk peserta pns apakah bisa menambah anggota keluarga baru tapi kepala keluarga nya masih memakai askes terima kasih sebelumnya,selamat malam untuk serta pns apakah bisa tambah anggota keluarga baru tapi kepala keluarga nya masih pakai askes terima kasih belum,selamat malam pns tambah anggota keluarga baru kepala keluarga pakai askes terima kasih,0,netral
@BPJSKesehatanRI Bagaimana prosedur layanan scaling gigi menggunakan BPJS?,@bpjskesehatanri bagaimana prosedur layanan scaling gigi menggunakan bpjs?,@bpjskesehatanri bagaimana prosedur layanan scaling gigi menggunakan bpjs?,  bagaimana prosedur layanan scaling gigi menggunakan bpjs , bagaimana prosedur layanan scaling gigi mengunakan bpjs ,"['bagaimana', 'prosedur', 'layanan', 'scaling', 'gigi', 'mengunakan', 'bpjs']",bagaimana prosedur layanan scaling gigi mengunakan bpjs,bagaimana prosedur layan scaling gigi mengunakan bpjs,bagaimana prosedur layan scaling gigi mengunakan bpjs,0,netral
@BPJSKesehatanRI Min nomer saya sudah digunakan tapi saya belum terdaftar BPJS. Gimana cara menghapus nomer saya dari kepesertaan biar bisa daftar baru?,@bpjskesehatanri min nomer saya sudah digunakan tapi saya belum terdaftar bpjs. gimana cara menghapus nomer saya dari kepesertaan biar bisa daftar baru?,@bpjskesehatanri min nomer saya sudah digunakan tapi saya belum terdaftar bpjs. gimana cara menghapus nomer saya dari kepesertaan biar bisa daftar baru?,  min nomer saya sudah digunakan tapi saya belum terdaftar bpjs  gimana cara menghapus nomer saya dari kepesertaan biar bisa daftar baru , min nomer saya sudah digunakan tapi saya belum terdaftar bpjs gimana cara menghapus nomer saya dari kepesertan biar bisa daftar baru ,"['min', 'nomer', 'saya', 'sudah', 'digunakan', 'tapi', 'saya', 'belum', 'terdaftar', 'bpjs', 'gimana', 'cara', 'menghapus', 'nomer', 'saya', 'dari', 'kepesertan', 'biar', 'bisa', 'daftar', 'baru']",admin nomor saya sudah digunakan tapi saya belum terdaftar bpjs gimana cara menghapus nomor saya dari kepesertan supaya bisa daftar baru,admin nomor saya sudah guna tapi saya belum daftar bpjs gimana cara hapus nomor saya dari kepesertan supaya bisa daftar baru,admin nomor daftar bpjs gimana cara hapus nomor kepesertan daftar baru,0,netral
